LEI_Code,Period,CET1_capital,RWA,total_assets,Name,Country,CET1_ratio
0W2PZJM8XOY22M4GG883,2024-09-01,5667.38693617,30769.68617154,94984.87649245,DekaBank Deutsche Girozentrale,DE,18.418734934683773
0W2PZJM8XOY22M4GG883,2024-12-01,6103.54143646,30814.45360967,92935.12424144,DekaBank Deutsche Girozentrale,DE,19.807397897669116
0W2PZJM8XOY22M4GG883,2025-03-01,6193.37130057,28815.09068618,94158.3147836,DekaBank Deutsche Girozentrale,DE,21.493499250170334
0W2PZJM8XOY22M4GG883,2025-06-01,6102.37281472,28965.35749421,96079.97843525,DekaBank Deutsche Girozentrale,DE,21.067831860662615
2138008AVF4W7FMW8W87,2024-09-01,954.745084316523,4975.64690948133,18596.1117166804,CEC BANK SA,RO,19.188360864136303
2138008AVF4W7FMW8W87,2024-12-01,1122.63708178236,5266.91125555022,19985.8020213899,CEC BANK SA,RO,21.314904073983325
2138008AVF4W7FMW8W87,2025-03-01,1099.06894637439,5269.9362335299,19949.9424164674,CEC BANK SA,RO,20.85545057227786
2138008AVF4W7FMW8W87,2025-06-01,1300.55674726789,5426.02273299826,19594.3948884513,CEC BANK SA,RO,23.96887759718693
2138009Y59EAR7H1UO97,2024-09-01,494.82158012,2466.90306229,4943.98366544,"Akciju sabiedrība ""Citadele banka""",LV,20.058412009941826
2138009Y59EAR7H1UO97,2024-12-01,506.12126148,2644.19912573,5074.01407640999,"Akciju sabiedrība ""Citadele banka""",LV,19.140814946766614
2138009Y59EAR7H1UO97,2025-03-01,507.48574222,2568.36502775,4942.46024879,"Akciju sabiedrība ""Citadele banka""",LV,19.75909719751089
2138009Y59EAR7H1UO97,2025-06-01,528.79346155,2608.02961657,5032.17057082,"Akciju sabiedrība ""Citadele banka""",LV,20.275592661614507
213800DBQIB6VBNU5C64,2024-09-01,4741.71737463261,31231.5586172111,73501.007852,Alpha Bank S.A.,GR,15.182455133761854
213800DBQIB6VBNU5C64,2024-12-01,4921.19190488436,30279.0939125782,70908.498903,Alpha Bank S.A.,GR,16.25277136460168
213800DBQIB6VBNU5C64,2025-03-01,4933.85299057,30398.91033484,71992.053259,Alpha Bank S.A.,GR,16.230361339351504
213800DBQIB6VBNU5C64,2025-06-01,4920.87370008999,30604.47889941,72269.488872,Alpha Bank S.A.,GR,16.078933140027605
213800HDJ876ACJXXD05,2024-09-01,1058.41848,5986.0465661,8515.51542036,AIKGROUP (CY) LIMITED,SI,17.681427438169358
213800HDJ876ACJXXD05,2024-12-01,1062.27532013,6108.54194758,8893.23120116,AIKGROUP (CY) LIMITED,SI,17.389997960983766
213800HDJ876ACJXXD05,2025-03-01,1146.19974924,6062.6647394,8568.99074649,AIKGROUP (CY) LIMITED,SI,18.905873877390675
213800HDJ876ACJXXD05,2025-06-01,1149.06242268,6868.04857957,9795.48457334,AIKGROUP (CY) LIMITED,SI,16.730551762520314
213800TC9PZRBHMJW403,2024-09-01,212.06289797,1316.96824396,5135.64828953,MDB Group Limited,MT,16.102354703128356
213800TC9PZRBHMJW403,2024-12-01,218.48657814,1329.1996672,5073.465,MDB Group Limited,MT,16.43745356935341
213800TC9PZRBHMJW403,2025-03-01,212.93002514,1195.56457908,5081.24008,MDB Group Limited,MT,17.809997792327703
213800TC9PZRBHMJW403,2025-06-01,214.33523446,1261.3884398,5118.91713805,MDB Group Limited,MT,16.992008781528394
213800X3Q9LSAKRUWY91,2024-09-01,16985.201494,116822.4279342,320227.255388,KBC Groupe,BE,14.53933272433516
213800X3Q9LSAKRUWY91,2024-12-01,17971.687051,119944.94132041,339314.078098,KBC Groupe,BE,14.983280539520273
213800X3Q9LSAKRUWY91,2025-03-01,17936.709181,123005.280639062,346461.244442,KBC Groupe,BE,14.582064353507073
213800X3Q9LSAKRUWY91,2025-06-01,18138.085284,124314.856915678,356505.446981,KBC Groupe,BE,14.59044054268023
222100K6QL2V4MLHWQ08,2024-09-01,3324.14822475,21174.39186671,45748.9856399999,LSF NANI INVESTMENTS S.A R.L.,PT,15.698907650689916
222100K6QL2V4MLHWQ08,2024-12-01,3453.56426664,21250.39794315,42492.05661252,LSF NANI INVESTMENTS S.A R.L.,PT,16.251762794650375
222100K6QL2V4MLHWQ08,2025-03-01,3379.32581767,21013.80219134,43801.79035168,LSF NANI INVESTMENTS S.A R.L.,PT,16.081458209703023
222100K6QL2V4MLHWQ08,2025-06-01,3171.28689187,21160.42036063,44528.16089267,LSF NANI INVESTMENTS S.A R.L.,PT,14.986880401347486
254900RNFMDM0P11YR84,2024-09-01,2469.07165854,14782.54541907,45868.00908592,ATLANTIC LUX HOLDCO S.A R.L.,DE,16.7026150675973
254900RNFMDM0P11YR84,2024-12-01,2892.481437,14268.20670036,47932.90169703,ATLANTIC LUX HOLDCO S.A R.L.,DE,20.272214285534705
254900RNFMDM0P11YR84,2025-03-01,2797.03857112,13605.28856655,46281.97862433,ATLANTIC LUX HOLDCO S.A R.L.,DE,20.558465610180495
254900RNFMDM0P11YR84,2025-06-01,2920.53859377,13313.4275952,47507.80604836,ATLANTIC LUX HOLDCO S.A R.L.,DE,21.936789552398707
2G5BKIC2CB69PRJH1W31,2024-09-01,5995.52772843414,38786.7466784454,,Barclays Bank Ireland plc,IE,15.457671090950194
2G5BKIC2CB69PRJH1W31,2024-12-01,6146.34060909799,38406.6091665231,,Barclays Bank Ireland plc,IE,16.003340941786163
2G5BKIC2CB69PRJH1W31,2025-03-01,6030.0712603408,34179.5490692137,,Barclays Bank Ireland plc,IE,17.642337083294706
2G5BKIC2CB69PRJH1W31,2025-06-01,6154.92617381309,35126.1613810315,,Barclays Bank Ireland plc,IE,17.522342128556108
2W8N8UU78PMDQKZENC08,2024-09-01,40555.201277,297424.899316,775150.75842,Intesa Sanpaolo S.p.A.,IT,13.635442550461116
2W8N8UU78PMDQKZENC08,2024-12-01,39306.7941819999,296365.843434,759211.96936,Intesa Sanpaolo S.p.A.,IT,13.262929940424609
2W8N8UU78PMDQKZENC08,2025-03-01,39633.856668,304636.27976,765173.117549,Intesa Sanpaolo S.p.A.,IT,13.010222124306578
2W8N8UU78PMDQKZENC08,2025-06-01,40017.995909,308507.602135,770518.393645,Intesa Sanpaolo S.p.A.,IT,12.971478055016778
391200EEGLNXBBCVKC73,2024-09-01,3842.89955145,17873.36604732,57775.108,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,DE,21.500704127447886
391200EEGLNXBBCVKC73,2024-12-01,3948.45580859,14528.4871326,45750.802,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,DE,27.17733630867999
391200EEGLNXBBCVKC73,2025-03-01,3955.089739,15594.2062057,47914.93620446,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,DE,25.362558932652394
391200EEGLNXBBCVKC73,2025-06-01,3949.53047051,16081.46435709,46912.89190614,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,DE,24.559520095996294
3H0Q3U74FVFED2SHZT16,2024-09-01,2528.31590019149,13169.6235551275,31390.695390395,MBH bankcsoport,HU,19.198087854281212
3H0Q3U74FVFED2SHZT16,2024-12-01,2443.07296395526,13429.0797161006,30951.7329878473,MBH bankcsoport,HU,18.19240793563965
3H0Q3U74FVFED2SHZT16,2025-03-01,2334.09815660494,12599.14034723,32444.3274596172,MBH bankcsoport,HU,18.52585249689758
3H0Q3U74FVFED2SHZT16,2025-06-01,2388.71880555777,13021.148034012,31704.6307068284,MBH bankcsoport,HU,18.344917048161165
3M5E1GQGKL17HI6CPN30,2024-09-01,5277.45293365611,30693.4421360394,102622.854245592,Jyske Bank A/S,DK,17.19407328205613
3M5E1GQGKL17HI6CPN30,2024-12-01,5427.07359213172,30775.657798466,100592.632347088,Jyske Bank A/S,DK,17.63430574797407
3M5E1GQGKL17HI6CPN30,2025-03-01,5167.58591626526,32868.3663877112,104854.356808927,Jyske Bank A/S,DK,15.722064964559094
3M5E1GQGKL17HI6CPN30,2025-06-01,5206.97062206704,32017.9906420096,102776.303053009,Jyske Bank A/S,DK,16.26264021463973
485100FX5Y9YLAQLNP12,2024-09-01,804.555,2733.411,16614.187,Revolut Holdings Europe UAB,LT,29.434102665131583
485100FX5Y9YLAQLNP12,2024-12-01,881.569,2851.138,20341.0,Revolut Holdings Europe UAB,LT,30.91989935246908
485100FX5Y9YLAQLNP12,2025-03-01,1295.178672,4004.495554,23919.6469999957,Revolut Holdings Europe UAB,LT,32.343116743038344
485100FX5Y9YLAQLNP12,2025-06-01,1297.155363,4141.118223,27385.3809992426,Revolut Holdings Europe UAB,LT,31.323794519932495
5299007QVIQ7IO64NX37,2024-09-01,2701.17437081999,12656.71165017,46722.51148598,UBS Europe SE,DE,21.341833846579803
5299007QVIQ7IO64NX37,2024-12-01,3239.21504262,14079.43054708,55343.58380764,UBS Europe SE,DE,23.006719141008126
5299007QVIQ7IO64NX37,2025-03-01,3423.62949628,14387.00630777,54463.33826556,UBS Europe SE,DE,23.79667752304382
5299007QVIQ7IO64NX37,2025-06-01,2995.24010998,14625.21781073,61062.88870446,UBS Europe SE,DE,20.4799692472443
5299007S3UH5RKUYDA52,2024-09-01,2835.76199132,16354.36758548,,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,DE,17.339478133276717
5299007S3UH5RKUYDA52,2024-12-01,2777.56282975,16251.04435247,,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,DE,17.091595896899005
5299007S3UH5RKUYDA52,2025-03-01,2845.81840895,14278.15758396,,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,DE,19.931271890057975
5299007S3UH5RKUYDA52,2025-06-01,2997.79413298,14531.593379,,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,DE,20.62949364735318
529900GGYMNGRQTDOO93,2024-12-01,4139.93799905,10294.44470968,127941.42566591,BNG Bank N.V.,NL,40.21526285101287
529900GGYMNGRQTDOO93,2025-06-01,4303.13918284,10743.63108205,132223.99305378,BNG Bank N.V.,NL,40.05293135976626
529900GM944JT8YIRL63,2024-09-01,1786.04135012,11237.1369943,,Münchener Hypothekenbank eG,DE,15.8940960764825
529900GM944JT8YIRL63,2024-12-01,1864.18701396,11162.27949325,,Münchener Hypothekenbank eG,DE,16.70077348526618
529900GM944JT8YIRL63,2025-03-01,1870.776392,9644.68526753,,Münchener Hypothekenbank eG,DE,19.39696672423511
529900GM944JT8YIRL63,2025-06-01,1843.99555424,9767.15739889,,Münchener Hypothekenbank eG,DE,18.879551940563207
529900HEKOENJHPNN480,2024-09-01,1594.8292299,1529.43600747,53418.80809051,Kuntarahoitus Oyj,FI,104.27564292396735
529900HEKOENJHPNN480,2024-12-01,1646.12929919,1528.3070431,53091.81762742,Kuntarahoitus Oyj,FI,107.70933148688569
529900HEKOENJHPNN480,2025-03-01,1616.87663988,1688.90136509,55164.53715842,Kuntarahoitus Oyj,FI,95.7354096160517
529900HEKOENJHPNN480,2025-06-01,1653.97319417,1850.6297572,55175.17811006,Kuntarahoitus Oyj,FI,89.37353286010374
529900HNOAA1KXQJUQ27,2024-09-01,25220.35856914,159277.87293252,552375.16277299,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",DE,15.834188456186196
529900HNOAA1KXQJUQ27,2024-12-01,25662.81796185,162588.15660594,543008.48124507,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",DE,15.783940538823007
529900HNOAA1KXQJUQ27,2025-03-01,25822.5227563,150085.40095745,555652.3963776,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",DE,17.205219556045176
529900HNOAA1KXQJUQ27,2025-06-01,27089.12483895,151528.91162481,550605.05095128,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",DE,17.877198845078134
529900JG015JC10LED24,2024-09-01,560.05447924,3023.96195511,7813.10051331,AS LHV Group,EE,18.5205530874355
529900JG015JC10LED24,2024-12-01,599.95707032,3309.216844245,8725.19066001,AS LHV Group,EE,18.12988083157423
529900JG015JC10LED24,2025-03-01,607.58526619,3394.435325944,8498.06397884,AS LHV Group,EE,17.899450360599495
529900JG015JC10LED24,2025-06-01,643.1524727,3489.889271948,9373.97036497,AS LHV Group,EE,18.429022315112096
529900JZTYE3W7WQH904,2024-09-01,4897.51051959999,27901.89555358,57144.61305238,HASPA Finanzholding,DE,17.552608603939838
529900JZTYE3W7WQH904,2024-12-01,4886.58660142,27665.20585609,57964.29463584,HASPA Finanzholding,DE,17.66329383861897
529900JZTYE3W7WQH904,2025-03-01,5125.26282951,28206.00059624,58048.77715812,HASPA Finanzholding,DE,18.170824367752523
529900JZTYE3W7WQH904,2025-06-01,5131.74381151,28504.26055868,57845.20317157,HASPA Finanzholding,DE,18.003427245360708
529900ODI3047E2LIV03,2024-09-01,23935.1464337588,153691.326345961,533147.72961005,Nordea Bank Abp,FI,15.57351803958052
529900ODI3047E2LIV03,2024-12-01,24569.5084300306,155850.201831586,536618.53349107,Nordea Bank Abp,FI,15.764822978272926
529900ODI3047E2LIV03,2025-03-01,24631.5657193675,159684.853978375,555029.79482362,Nordea Bank Abp,FI,15.425110839067543
529900ODI3047E2LIV03,2025-06-01,23964.9448320754,158575.524065794,546907.59171511,Nordea Bank Abp,FI,15.112637951700664
529900OE1FOAM50XLP72,2024-09-01,1946.76711680126,10036.0289358252,28390.9262698485,Liechtensteinische Landesbank AG,LI,19.397783020054533
529900OE1FOAM50XLP72,2024-12-01,1901.35215091678,10576.6774944992,29506.016737994,Liechtensteinische Landesbank AG,LI,17.976837734776822
529900OE1FOAM50XLP72,2025-06-01,1982.4649677367,10757.1126123523,30112.6059669947,Liechtensteinische Landesbank AG,LI,18.429341024656118
529900RWC8ZYB066JF16,2024-09-01,1180.71528467,5241.99162179,14499.58,Bank of Valletta Plc,MT,22.52417344129248
529900RWC8ZYB066JF16,2024-12-01,1234.46071198,5467.99694683,15099.099,Bank of Valletta Plc,MT,22.576104631800547
529900RWC8ZYB066JF16,2025-03-01,1227.96004521,5601.35187086,15648.343,Bank of Valletta Plc,MT,21.922565722004283
529900RWC8ZYB066JF16,2025-06-01,1275.21680982,5740.29320813,15910.939,Bank of Valletta Plc,MT,22.21518594231224
529900S1KHKOEQL5CK20,2024-09-01,1271.54913996,7453.75684209,,Wüstenrot Bausparkasse Aktiengesellschaft,DE,17.0591711924354
529900S1KHKOEQL5CK20,2024-12-01,1323.63715269,7610.6529339,,Wüstenrot Bausparkasse Aktiengesellschaft,DE,17.391900066736007
529900S1KHKOEQL5CK20,2025-03-01,1249.00638584,7636.97562758,,Wüstenrot Bausparkasse Aktiengesellschaft,DE,16.35472530944536
529900S1KHKOEQL5CK20,2025-06-01,1239.18824869,7511.97081085,,Wüstenrot Bausparkasse Aktiengesellschaft,DE,16.496180295324955
529900S9YO2JHTIIDG38,2024-09-01,2773.31141534,17865.59413192,55738.127122,BAWAG Group AG,AT,15.523197240807098
529900S9YO2JHTIIDG38,2024-12-01,2971.99024246,20626.89896121,71346.2736935,BAWAG Group AG,AT,14.408323073909404
529900S9YO2JHTIIDG38,2025-03-01,2926.39553137,23275.31323921,73060.75006098,BAWAG Group AG,AT,12.572958745148668
529900S9YO2JHTIIDG38,2025-06-01,2949.5639291,23505.4420687,72765.13813337,BAWAG Group AG,AT,12.548429935838811
529900SSGT49ZZSWYE62,2024-09-01,27703.46818296,166512.07126741,206334.63836996,Volkswagen Financial Services AG,DE,16.637513407943636
529900SSGT49ZZSWYE62,2024-12-01,29904.90084067,164779.492206359,199862.6185191,Volkswagen Financial Services AG,DE,18.148436094959603
529900SSGT49ZZSWYE62,2025-03-01,30475.41674553,178928.18496674,197055.20119837,Volkswagen Financial Services AG,DE,17.03220582670914
529900SSGT49ZZSWYE62,2025-06-01,30425.64011003,181918.22563892,203659.32221377,Volkswagen Financial Services AG,DE,16.724899334946386
529900SXEWPJ1MRRX537,2024-09-01,2975.58142002,14610.63466994,33582.54089221,Raiffeisen-Holding Niederösterreich-Wien,AT,20.365860123393393
529900SXEWPJ1MRRX537,2024-12-01,3377.28559476,14981.88165963,34706.1908123,Raiffeisen-Holding Niederösterreich-Wien,AT,22.542466103309263
529900SXEWPJ1MRRX537,2025-03-01,3516.94990318,15564.99788219,34077.43320725,Raiffeisen-Holding Niederösterreich-Wien,AT,22.59524819598089
529900SXEWPJ1MRRX537,2025-06-01,3776.37100714,16047.77029423,35247.13769061,Raiffeisen-Holding Niederösterreich-Wien,AT,23.532060453892463
529900V3O1M5IHMOSF46,2024-09-01,4718.3348809,11221.86807156,49235.46199004,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,42.045895129152804
529900V3O1M5IHMOSF46,2024-12-01,4716.41682039,12522.94638655,48908.29833147,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,37.66219765546202
529900V3O1M5IHMOSF46,2025-03-01,4717.5037809,12746.27725399,53006.21050467,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,37.01083608096841
529900V3O1M5IHMOSF46,2025-06-01,5184.40349947,12754.82869809,55400.52916777,State Street Europe Holdings Germany S.a.r.l. & Co. KG,DE,40.646594495199686
529900W3MOO00A18X956,2024-09-01,11687.8426190233,61192.789877953,105057.622818673,OTP-csoport,HU,19.100032278858862
529900W3MOO00A18X956,2024-12-01,11773.3759335286,62177.6490399635,105810.157679951,OTP-csoport,HU,18.93506125643555
529900W3MOO00A18X956,2025-03-01,12075.3217234621,67124.8032671728,110426.454822783,OTP-csoport,HU,17.98935882970029
529900W3MOO00A18X956,2025-06-01,12276.1131386043,68282.8893498774,111302.008938691,OTP-csoport,HU,17.978315293165522
529900XSTAE561178282,2024-09-01,4924.82362025,30917.36993954,48208.20248134,Raiffeisenbankengruppe OÖ Verbund eGen,AT,15.928986294373246
529900XSTAE561178282,2024-12-01,5109.17484806,28885.89488577,49080.95024227,Raiffeisenbankengruppe OÖ Verbund eGen,AT,17.687438344092715
529900XSTAE561178282,2025-03-01,5276.29892403,30112.07217497,48140.62226858,Raiffeisenbankengruppe OÖ Verbund eGen,AT,17.522204693756706
529900XSTAE561178282,2025-06-01,5617.53944887,30357.24635159,48461.1409869899,Raiffeisenbankengruppe OÖ Verbund eGen,AT,18.504772744566715
5493000LKS7B3UTF7H35,2024-09-01,5870.58327685332,37725.2059434888,75829.7364707394,Bank Polska Kasa Opieki S.A.,PL,15.561434669560912
5493000LKS7B3UTF7H35,2024-12-01,6056.01672210526,39051.7475953216,78197.7541992982,Bank Polska Kasa Opieki S.A.,PL,15.507671474427873
5493000LKS7B3UTF7H35,2025-03-01,6172.80687476099,38034.0423424952,79677.4709481357,Bank Polska Kasa Opieki S.A.,PL,16.229689232543524
5493000LKS7B3UTF7H35,2025-06-01,6290.0908087594,38962.1389069608,80080.3479287179,Bank Polska Kasa Opieki S.A.,PL,16.14411062950048
5493001BABFV7P27OW30,2024-09-01,2535.289,17064.027,27242.074,"Nova Ljubljanska Banka d.d., Ljubljana",SI,14.857506964797937
5493001BABFV7P27OW30,2024-12-01,2785.818,18216.105,28035.353,"Nova Ljubljanska Banka d.d., Ljubljana",SI,15.293159542064567
5493001BABFV7P27OW30,2025-03-01,2788.768,18124.929,28677.203,"Nova Ljubljanska Banka d.d., Ljubljana",SI,15.386366479008002
5493001BABFV7P27OW30,2025-06-01,2802.766,18608.244,29570.817,"Nova Ljubljanska Banka d.d., Ljubljana",SI,15.061958559872712
54930056IRBXK0Q1FP96,2024-09-01,4816.091808,37714.626818,80671.572,"Abanca Corporacion Bancaria, S.A.",ES,12.769824904382807
54930056IRBXK0Q1FP96,2024-12-01,4965.649238,38707.621385,81921.2259999999,"Abanca Corporacion Bancaria, S.A.",ES,12.828608579715755
54930056IRBXK0Q1FP96,2025-03-01,5046.64343399999,38314.204302,82219.849,"Abanca Corporacion Bancaria, S.A.",ES,13.171729717316758
54930056IRBXK0Q1FP96,2025-06-01,5110.141633,38640.253231,81974.001,"Abanca Corporacion Bancaria, S.A.",ES,13.224917555406378
5493006QMFDDMYWIAM13,2024-09-01,78151.272498,626099.09080613,1785774.272,"Banco Santander, S.A.",ES,12.482252992473896
5493006QMFDDMYWIAM13,2024-12-01,79799.807858,624503.04112415,1820285.051,"Banco Santander, S.A.",ES,12.778129585142556
5493006QMFDDMYWIAM13,2025-03-01,82163.2794319999,639124.29824663,1827842.266,"Banco Santander, S.A.",ES,12.85560252636399
5493006QMFDDMYWIAM13,2025-06-01,81252.906825,625750.26763223,1797909.92,"Banco Santander, S.A.",ES,12.984877678510957
5493007SJLLCTM6J6M37,2024-09-01,4528.23942379999,29347.0274624,93128.679,"Unicaja Banco, S.A.",ES,15.42997644174239
5493007SJLLCTM6J6M37,2024-12-01,4373.6097869,28893.739226,96928.224,"Unicaja Banco, S.A.",ES,15.136877067695037
5493007SJLLCTM6J6M37,2025-03-01,4434.5210004,28615.3884494,96280.515,"Unicaja Banco, S.A.",ES,15.496979914291472
5493007SJLLCTM6J6M37,2025-06-01,4591.1808587,28736.652,95150.416,"Unicaja Banco, S.A.",ES,15.976742380079628
5493008QOCP58OLEN998,2024-09-01,2873.21692691485,10650.7087129091,54704.78672198,Investeringsmaatschappij Argenta,BE,26.976767503108896
5493008QOCP58OLEN998,2024-12-01,3043.2216310874,10811.6197036645,56154.77041518,Investeringsmaatschappij Argenta,BE,28.147694004219627
5493008QOCP58OLEN998,2025-03-01,3014.90682296333,10136.7708427937,57531.80412375,Investeringsmaatschappij Argenta,BE,29.74228055186478
5493008QOCP58OLEN998,2025-06-01,3078.53836698484,10489.954966485,59468.99203409,Investeringsmaatschappij Argenta,BE,29.347488876936566
5493009EIBTCB1X12G89,2024-09-01,5334.17859011547,28633.1389520899,63652.3795998408,LGT Group Foundation,LI,18.629388133242493
